Datetime,CO(GT)
2005-03-29140000,23.0
2005-03-29150000,27.0
2005-03-29160000,27.0
2005-03-29170000,33.0
2005-03-29180000,39.0
2005-03-29190000,26.0
2005-03-29200000,32.0
2005-03-29210000,23.0
2005-03-29220000,14.0
2005-03-29230000,11.0
2005-03-30000000,12.0
2005-03-30010000,9.0
2005-03-30020000,7.0
2005-03-30030000,5.0
2005-03-30040000,4.0
2005-03-30050000,5.0
2005-03-30060000,8.0
2005-03-30070000,23.0
2005-03-30080000,29.0
2005-03-30090000,31.0
2005-03-30100000,27.0
2005-03-30110000,18.0
2005-03-30120000,19.0
2005-03-30130000,18.0
2005-03-30140000,18.0
2005-03-30150000,18.0
2005-03-30160000,17.0
2005-03-30170000,32.0
2005-03-30180000,34.0
2005-03-30190000,42.0
2005-03-30200000,35.0
2005-03-30210000,20.0
2005-03-30220000,14.0
2005-03-30230000,15.0
2005-03-31000000,12.0
2005-03-31010000,11.0
2005-03-31020000,7.0
2005-03-31030000,6.0
2005-03-31040000,5.0
2005-03-31050000,6.0
2005-03-31060000,9.0
2005-03-31070000,40.0
2005-03-31080000,41.0
2005-03-31090000,19.0
2005-03-31100000,13.0
2005-03-31110000,12.0
2005-03-31120000,12.0
2005-03-31130000,12.0
2005-03-31140000,9.0
2005-03-31150000,10.0
2005-03-31160000,11.0
2005-03-31170000,15.0
2005-03-31180000,21.0
2005-03-31190000,21.0
2005-03-31200000,15.0
2005-03-31210000,10.0
2005-03-31220000,8.0
2005-03-31230000,8.0
2005-04-01000000,7.0
2005-04-01010000,6.0
2005-04-01020000,5.0
2005-04-01030000,5.0
2005-04-01050000,5.0
2005-04-01060000,6.0
2005-04-01070000,15.0
2005-04-01080000,19.0
2005-04-01090000,13.0
2005-04-01100000,10.0
2005-04-01110000,10.0
2005-04-01120000,11.0
2005-04-01130000,13.0
2005-04-01140000,10.0
2005-04-01150000,11.0
2005-04-01160000,14.0
2005-04-01170000,15.0
2005-04-01180000,16.0
2005-04-01190000,22.0
2005-04-01200000,14.0
2005-04-01210000,9.0
2005-04-01220000,8.0
2005-04-01230000,11.0
2005-04-02000000,15.0
2005-04-02010000,11.0
2005-04-02020000,6.0
2005-04-02030000,5.0
2005-04-02040000,4.0
2005-04-02050000,4.0
2005-04-02060000,6.0
2005-04-02070000,9.0
2005-04-02080000,9.0
2005-04-02090000,8.0
2005-04-02100000,10.0
2005-04-02110000,8.0
2005-04-02120000,8.0
2005-04-02130000,10.0
2005-04-02140000,8.0
2005-04-02150000,8.0
2005-04-02160000,9.0
2005-04-02170000,11.0
2005-04-02180000,11.0
2005-04-02190000,12.0
2005-04-02200000,11.0
2005-04-02210000,8.0
2005-04-02220000,7.0
2005-04-02230000,7.0
2005-04-03000000,8.0
2005-04-03010000,8.0
2005-04-03020000,7.0
2005-04-03030000,8.0
2005-04-03040000,5.0
2005-04-03050000,3.0
2005-04-03060000,4.0
2005-04-03070000,6.0
2005-04-03080000,7.0
2005-04-03090000,12.0
2005-04-03100000,14.0
2005-04-03110000,13.0
2005-04-03120000,14.0
2005-04-03130000,10.0
2005-04-03140000,10.0
2005-04-03150000,11.0
2005-04-03160000,13.0
2005-04-03170000,14.0
2005-04-03180000,12.0
2005-04-03190000,27.0
2005-04-03200000,25.0
2005-04-03210000,15.0
2005-04-03220000,16.0
2005-04-03230000,12.0
2005-04-04000000,9.0
2005-04-04010000,6.0
2005-04-04020000,5.0
2005-04-04030000,4.0
2005-04-04050000,5.0
2005-04-04060000,11.0
2005-04-04070000,40.0
2005-04-04080000,50.0
2005-04-04090000,39.0
2005-04-04100000,31.0
2005-04-04110000,24.0
2005-04-04120000,24.0
2005-04-04130000,21.0
2005-04-04140000,22.0
